Cell,Louvain_Stage,Annotation_Stage
cell_123605,7,
cell_123606,4,
cell_123607,1,
cell_123608,3,
cell_123609,9,
cell_123610,11,
cell_123611,5,
cell_123613,11,
cell_123614,10,
cell_123615,18,
cell_123616,7,
cell_123617,11,
cell_123618,2,
cell_123619,0,
cell_123620,3,
cell_123621,2,
cell_123622,5,
cell_123623,3,
cell_123624,14,
cell_123625,7,
cell_123626,5,
cell_123627,9,
cell_123628,14,
cell_123629,1,
cell_123630,5,
cell_123632,14,
cell_123633,0,
cell_123634,5,
cell_123635,7,
cell_123636,1,
cell_123638,4,
cell_123639,14,
cell_123640,2,
cell_123641,12,
cell_123642,3,
cell_123643,8,
cell_123644,6,
cell_123645,0,
cell_123646,0,
cell_123647,2,
cell_123648,4,
cell_123649,11,
cell_123650,7,
cell_123652,15,
cell_123653,13,
cell_123654,2,
cell_123655,12,
cell_123656,3,
cell_123658,4,
cell_123659,5,
cell_123662,6,
cell_123663,9,
cell_123664,12,
cell_123665,5,
cell_123666,9,
cell_123667,5,
cell_123669,9,
cell_123670,1,
cell_123671,7,
cell_123672,10,
cell_123673,2,
cell_123674,0,
cell_123675,15,
cell_123676,1,
cell_123677,2,
cell_123679,5,
cell_123680,6,
cell_123681,1,
cell_123682,10,
cell_123683,1,
cell_123684,3,
cell_123685,9,
cell_123686,7,
cell_123687,8,
cell_123688,8,
cell_123689,0,
cell_123690,7,
cell_123691,2,
cell_123692,13,
cell_123693,3,
cell_123694,11,
cell_123695,1,
cell_123696,16,
cell_123697,12,
cell_123698,5,
cell_123699,6,
cell_123700,8,
cell_123701,0,
cell_123702,8,
cell_123703,11,
cell_123704,3,
cell_123705,0,
cell_123707,4,
cell_123708,0,
cell_123710,7,
cell_123711,0,
cell_123712,5,
cell_123713,2,
cell_123715,9,
cell_123717,9,
cell_123718,9,
cell_123720,1,
cell_123721,3,
cell_123722,9,
cell_123723,7,
cell_123724,1,
cell_123725,10,
cell_123726,2,
cell_123727,11,
cell_123728,1,
cell_123729,13,
cell_123730,10,
cell_123731,2,
cell_123732,14,
cell_123733,11,
cell_123734,9,
cell_123735,7,
cell_123736,9,
cell_123737,10,
cell_123738,4,
cell_123739,2,
cell_123740,14,
cell_123741,5,
cell_123742,6,
cell_123743,1,
cell_123744,6,
cell_123745,7,
cell_123746,0,
cell_123747,6,
cell_123748,12,
cell_123749,8,
cell_123750,7,
cell_123751,10,
cell_123752,9,
cell_123753,11,
cell_123754,6,
cell_123755,0,
cell_123756,0,
cell_123757,6,
cell_123758,10,
cell_123759,5,
cell_123760,3,
cell_123761,1,
cell_123763,1,
cell_123764,9,
cell_123765,8,
cell_123768,9,
cell_123769,2,
cell_123770,1,
cell_123771,3,
cell_123772,3,
cell_123773,8,
cell_123774,16,
cell_123775,1,
cell_123776,5,
cell_123777,0,
cell_123778,1,
cell_123779,1,
cell_123780,8,
cell_123781,3,
cell_123782,0,
cell_123783,0,
cell_123784,0,
cell_123785,15,
cell_123786,2,
cell_123787,17,
cell_123788,4,
cell_123789,11,
cell_123790,3,
cell_123791,10,
cell_123792,12,
cell_123793,16,
cell_123794,3,
cell_123795,1,
cell_123796,2,
cell_123797,2,
cell_123799,3,
cell_123800,5,
cell_123802,9,
cell_123803,15,
cell_123804,4,
cell_123805,15,
cell_123806,11,
cell_123807,8,
cell_123808,2,
cell_123809,12,
cell_123810,15,
cell_123811,9,
cell_123812,10,
cell_123813,3,
cell_123814,7,
cell_123815,10,
cell_123816,1,
cell_123817,15,
cell_123818,9,
cell_123819,2,
cell_123820,1,
cell_123822,11,
cell_123823,1,
cell_123824,3,
cell_123825,8,
cell_123826,13,
cell_123827,1,
cell_123828,9,
cell_123829,0,
cell_123830,9,
cell_123831,3,
cell_123832,7,
cell_123833,15,
cell_123834,6,
cell_123835,5,
cell_123837,7,
cell_123839,5,
cell_123840,14,
cell_123841,1,
cell_123842,14,
cell_123843,8,
cell_123844,6,
cell_123845,3,
cell_123847,3,
cell_123848,0,
cell_123849,0,
cell_123850,9,
cell_123851,2,
cell_123852,0,
cell_123854,8,
cell_123855,2,
cell_123857,16,
cell_123858,5,
cell_123859,13,
cell_123860,5,
cell_123862,3,
cell_123863,1,
cell_123864,1,
cell_123865,0,
cell_123866,1,
cell_123867,1,
cell_123868,8,
cell_123869,1,
cell_123870,1,
cell_123871,8,
cell_123872,4,
cell_123873,10,
cell_123874,1,
cell_123875,0,
cell_123876,9,
cell_123878,1,
cell_123879,0,
cell_123880,3,
cell_123881,10,
cell_123883,2,
cell_123885,0,
cell_123886,3,
cell_123887,13,
cell_123888,8,
cell_123889,10,
cell_123890,1,
cell_123891,8,
cell_123892,0,
cell_123894,12,
cell_123895,8,
cell_123896,0,
cell_123897,6,
cell_123898,0,
cell_123899,3,
cell_123900,4,
cell_123901,2,
cell_123902,6,
cell_123904,8,
cell_123905,9,
cell_123906,4,
cell_123907,14,
cell_123908,8,
cell_123910,11,
cell_123911,2,
cell_123912,12,
cell_123913,9,
cell_123914,8,
cell_123915,5,
cell_123916,2,
cell_123917,2,
cell_123918,16,
cell_123919,5,
cell_123920,12,
cell_123921,3,
cell_123922,9,
cell_123923,3,
cell_123924,5,
cell_123925,2,
cell_123926,10,
cell_123927,11,
cell_123928,6,
cell_123929,6,
cell_123931,1,
cell_123932,1,
cell_123933,8,
cell_123934,6,
cell_123935,2,
cell_123936,7,
cell_123937,4,
cell_123938,6,
cell_123940,10,
cell_123941,9,
cell_123942,2,
cell_123945,1,
cell_123946,1,
cell_123947,5,
cell_123948,4,
cell_123950,5,
cell_123951,3,
cell_123952,3,
cell_123953,6,
cell_123954,6,
cell_123955,8,
cell_123956,16,
cell_123957,2,
cell_123958,0,
cell_123959,0,
cell_123960,5,
cell_123961,6,
cell_123962,8,
cell_123963,15,
cell_123964,5,
cell_123965,3,
cell_123966,9,
cell_123967,10,
cell_123968,4,
cell_123969,10,
cell_123970,1,
cell_123971,5,
cell_123972,3,
cell_123973,1,
cell_123974,2,
cell_123975,13,
cell_123976,2,
cell_123977,8,
cell_123978,2,
cell_123979,2,
cell_123980,14,
cell_123981,12,
cell_123983,0,
cell_123985,9,
cell_123986,13,
cell_123987,11,
cell_123988,1,
cell_123989,10,
cell_123990,0,
cell_123991,12,
cell_123992,9,
cell_123993,5,
cell_123994,2,
cell_123995,6,
cell_123996,7,
cell_123998,2,
cell_123999,1,
cell_124000,9,
cell_124001,12,
cell_124002,5,
cell_124003,0,
cell_124004,1,
cell_124005,7,
cell_124006,2,
cell_124008,11,
cell_124009,7,
cell_124010,2,
cell_124011,8,
cell_124012,4,
cell_124013,12,
cell_124014,8,
cell_124015,13,
cell_124016,8,
cell_124017,9,
cell_124018,9,
cell_124019,1,
cell_124021,0,
cell_124022,10,
cell_124023,4,
cell_124025,8,
cell_124026,7,
cell_124027,7,
cell_124028,12,
cell_124029,7,
cell_124030,5,
cell_124031,3,
cell_124032,3,
cell_124033,1,
cell_124034,1,
cell_124035,2,
cell_124036,6,
cell_124037,1,
cell_124038,14,
cell_124039,15,
cell_124040,1,
cell_124041,7,
cell_124042,3,
cell_124043,8,
cell_124044,1,
cell_124045,2,
cell_124046,9,
cell_124047,5,
cell_124048,13,
cell_124050,6,
cell_124051,1,
cell_124053,3,
cell_124054,2,
cell_124055,4,
cell_124056,7,
cell_124057,1,
cell_124058,1,
cell_124059,0,
cell_124060,6,
cell_124061,12,
cell_124062,2,
cell_124063,10,
cell_124064,1,
cell_124065,16,
cell_124066,1,
cell_124067,10,
cell_124068,2,
cell_124069,0,
cell_124070,3,
cell_124071,3,
cell_124072,2,
cell_124073,15,
cell_124075,6,
cell_124076,7,
cell_124077,11,
cell_124079,4,
cell_124080,12,
cell_124081,9,
cell_124082,7,
cell_124083,2,
cell_124084,9,
cell_124085,9,
cell_124087,1,
cell_124088,16,
cell_124089,4,
cell_124090,2,
cell_124091,0,
cell_124092,1,
cell_124093,3,
cell_124094,9,
cell_124095,2,
cell_124096,16,
cell_124097,1,
cell_124098,2,
cell_124099,1,
cell_124101,9,
cell_124102,8,
cell_124104,10,
cell_124105,6,
cell_124106,10,
cell_124107,3,
cell_124108,11,
cell_124109,2,
cell_124110,5,
cell_124111,3,
cell_124112,3,
cell_124113,13,
cell_124114,3,
cell_124116,1,
cell_124117,9,
cell_124118,9,
cell_124119,1,
cell_124120,10,
cell_124121,7,
cell_124122,9,
cell_124124,1,
cell_124125,6,
cell_124126,6,
cell_124127,1,
cell_124128,12,
cell_124129,0,
cell_124130,8,
cell_124132,0,
cell_124133,13,
cell_124134,5,
cell_124135,0,
cell_124136,10,
cell_124137,0,
cell_124138,7,
cell_124139,8,
cell_124140,17,
cell_124142,0,
cell_124144,1,
cell_124145,7,
cell_124146,11,
cell_124149,3,
cell_124150,17,
cell_124151,11,
cell_124152,3,
cell_124153,13,
cell_124154,0,
cell_124156,1,
cell_124157,5,
cell_124158,3,
cell_124160,5,
cell_124161,6,
cell_124162,3,
cell_124163,3,
cell_124165,10,
cell_124166,9,
cell_124167,6,
cell_124168,10,
cell_124169,1,
cell_124171,1,
cell_124172,2,
cell_124174,10,
cell_124175,6,
cell_124176,1,
cell_124177,10,
cell_124178,6,
cell_124179,14,
cell_124180,10,
cell_124181,1,
cell_124182,6,
cell_124183,6,
cell_124184,8,
cell_124185,8,
cell_124186,3,
cell_124187,3,
cell_124188,2,
cell_124190,3,
cell_124191,1,
cell_124192,10,
cell_124193,0,
cell_124194,3,
cell_124195,0,
cell_124196,0,
cell_124197,7,
cell_124198,11,
cell_124199,2,
cell_124200,4,
cell_124201,5,
cell_124202,10,
cell_124203,9,
cell_124204,1,
cell_124205,3,
cell_124206,5,
cell_124207,12,
cell_124208,3,
cell_124209,5,
cell_124212,0,
cell_124213,2,
cell_124214,3,
cell_124216,3,
cell_124217,7,
cell_124218,5,
cell_124219,16,
cell_124220,1,
cell_124222,0,
cell_124223,8,
cell_124224,14,
cell_124225,2,
cell_124226,1,
cell_124227,10,
cell_124228,3,
cell_124230,2,
cell_124231,1,
cell_124232,15,
cell_124234,3,
cell_124235,2,
cell_124236,2,
cell_124237,6,
cell_124239,1,
cell_124240,4,
cell_124241,7,
cell_124242,9,
cell_124243,16,
cell_124245,5,
cell_124246,3,
cell_124247,1,
cell_124248,14,
cell_124249,5,
cell_124251,3,
cell_124253,3,
cell_124254,3,
cell_124255,9,
cell_124256,12,
cell_124257,9,
cell_124258,11,
cell_124259,10,
cell_124260,2,
cell_124261,5,
cell_124262,5,
cell_124263,1,
cell_124264,5,
cell_124265,1,
cell_124266,13,
cell_124267,9,
cell_124268,8,
cell_124269,7,
cell_124270,3,
cell_124271,3,
cell_124272,7,
cell_124274,1,
cell_124276,15,
cell_124277,1,
cell_124278,10,
cell_124279,2,
cell_124281,1,
cell_124282,0,
cell_124283,13,
cell_124284,0,
cell_124285,3,
cell_124286,4,
cell_124287,2,
cell_124288,8,
cell_124289,7,
cell_124290,11,
cell_124291,3,
cell_124292,1,
cell_124293,5,
cell_124294,1,
cell_124295,9,
cell_124296,0,
cell_124297,8,
cell_124298,9,
cell_124300,5,
cell_124302,13,
cell_124303,1,
cell_124304,11,
cell_124306,7,
cell_124307,11,
cell_124308,7,
cell_124309,3,
cell_124310,1,
cell_124311,14,
cell_124313,10,
cell_124315,13,
cell_124316,7,
cell_124317,10,
cell_124318,0,
cell_124320,6,
cell_124321,11,
cell_124322,7,
cell_124323,13,
cell_124324,12,
cell_124325,2,
cell_124326,12,
cell_124327,12,
cell_124328,10,
cell_124330,1,
cell_124332,5,
cell_124334,4,
cell_124335,7,
cell_124336,9,
cell_124337,4,
cell_124338,9,
cell_124340,0,
cell_124341,3,
cell_124342,0,
cell_124343,6,
cell_124344,3,
cell_124345,3,
cell_124346,14,
cell_124347,0,
cell_124349,12,
cell_124350,10,
cell_124351,5,
cell_124353,6,
cell_124354,11,
cell_124355,12,
cell_124356,8,
cell_124357,4,
cell_124358,9,
cell_124359,0,
cell_124360,14,
cell_124361,7,
cell_124363,8,
cell_124365,1,
cell_124366,0,
cell_124367,5,
cell_124368,1,
cell_124369,11,
cell_124371,2,
cell_124372,8,
cell_124373,7,
cell_124374,1,
cell_124376,11,
cell_124377,2,
cell_124378,5,
cell_124379,10,
cell_124380,10,
cell_124381,0,
cell_124382,7,
cell_124383,4,
cell_124384,13,
cell_124385,0,
cell_124387,13,
cell_124388,4,
cell_124389,1,
cell_124390,0,
cell_124391,11,
cell_124392,7,
cell_124393,3,
cell_124394,2,
cell_124395,5,
cell_124396,9,
cell_124397,4,
cell_124398,12,
cell_124399,1,
cell_124400,1,
cell_124401,5,
cell_124403,14,
cell_124404,15,
cell_124405,3,
cell_124406,6,
cell_124407,6,
cell_124408,2,
cell_124409,10,
cell_124410,1,
cell_124412,0,
cell_124413,0,
cell_124414,3,
cell_124415,0,
cell_124416,6,
cell_124417,7,
cell_124418,8,
cell_124419,2,
cell_124420,17,
cell_124421,1,
cell_124422,11,
cell_124423,1,
cell_124424,5,
cell_124426,5,
cell_124427,2,
cell_124428,0,
cell_124429,3,
cell_124430,5,
cell_124431,13,
cell_124432,3,
cell_124433,6,
cell_124434,1,
cell_124435,12,
cell_124436,9,
cell_124437,6,
cell_124438,11,
cell_124439,14,
cell_124440,3,
cell_124441,9,
cell_124442,3,
cell_124443,11,
cell_124444,0,
cell_124445,1,
cell_124446,1,
cell_124447,9,
cell_124448,0,
cell_124449,5,
cell_124450,15,
cell_124451,11,
cell_124452,2,
cell_124453,3,
cell_124454,10,
cell_124456,8,
cell_124457,6,
cell_124458,5,
cell_124459,8,
cell_124460,3,
cell_124461,4,
cell_124462,4,
cell_124463,9,
cell_124464,2,
cell_124465,1,
cell_124466,1,
cell_124467,11,
cell_124468,1,
cell_124469,2,
cell_124470,9,
cell_124474,12,
cell_124475,12,
cell_124476,8,
cell_124477,8,
cell_124478,6,
cell_124479,2,
cell_124480,8,
cell_124481,8,
cell_124482,4,
cell_124483,4,
cell_124484,9,
cell_124485,5,
cell_124486,3,
cell_124487,1,
cell_124488,11,
cell_124490,2,
cell_124491,3,
cell_124492,9,
cell_124493,4,
cell_124494,5,
cell_124495,3,
cell_124496,17,
cell_124497,6,
cell_124498,1,
cell_124499,2,
cell_124500,0,
cell_124501,8,
cell_124502,3,
cell_124504,13,
cell_124507,11,
cell_124508,1,
cell_124509,3,
cell_124510,1,
cell_124511,5,
cell_124512,1,
cell_124513,1,
cell_124514,11,
cell_124515,1,
cell_124517,1,
cell_124518,3,
cell_124519,0,
cell_124520,5,
cell_124521,6,
cell_124522,9,
cell_124523,3,
cell_124526,9,
cell_124527,3,
cell_124529,9,
cell_124530,1,
cell_124532,3,
cell_124533,2,
cell_124534,1,
cell_124535,14,
cell_124537,5,
cell_124538,1,
cell_124539,7,
cell_124540,7,
cell_124541,5,
cell_124542,13,
cell_124543,2,
cell_124544,2,
cell_124545,10,
cell_124546,9,
cell_124548,3,
cell_124549,2,
cell_124550,11,
cell_124551,13,
cell_124552,11,
cell_124554,15,
cell_124555,1,
cell_124557,8,
cell_124558,14,
cell_124559,0,
cell_124560,0,
cell_124561,4,
cell_124562,11,
cell_124563,1,
cell_124564,9,
cell_124565,11,
cell_124566,7,
cell_124567,2,
cell_124568,0,
cell_124569,3,
cell_124570,0,
cell_124571,10,
cell_124572,5,
cell_124573,3,
cell_124574,6,
cell_124575,13,
cell_124576,3,
cell_124577,0,
cell_124578,13,
cell_124579,5,
cell_124580,3,
cell_124582,2,
cell_124583,3,
cell_124585,3,
cell_124586,7,
cell_124587,0,
cell_124588,5,
cell_124589,13,
cell_124590,3,
cell_124591,0,
cell_124592,11,
cell_124593,6,
cell_124594,9,
cell_124595,10,
cell_124598,13,
cell_124600,6,
cell_124603,5,
cell_124604,7,
cell_124605,7,
cell_124606,7,
cell_124607,8,
cell_124608,13,
cell_124609,5,
cell_124610,3,
cell_124611,9,
cell_124612,13,
cell_124613,9,
cell_124614,2,
cell_124615,7,
cell_124616,10,
cell_124617,0,
cell_124618,7,
cell_124620,7,
cell_124621,5,
cell_124622,6,
cell_124623,1,
cell_124624,1,
cell_124625,11,
cell_124626,11,
cell_124627,13,
cell_124629,3,
cell_124630,0,
cell_124631,13,
cell_124632,2,
cell_124633,2,
cell_124634,3,
cell_124636,4,
cell_124637,5,
cell_124638,0,
cell_124639,12,
cell_124640,6,
cell_124641,7,
cell_124642,11,
cell_124644,0,
cell_124645,14,
cell_124646,4,
cell_124647,1,
cell_124648,1,
cell_124649,9,
cell_124650,0,
cell_124651,7,
cell_124652,6,
cell_124653,5,
cell_124654,13,
cell_124655,9,
cell_124656,3,
cell_124657,10,
cell_124659,13,
cell_124660,14,
cell_124661,5,
cell_124663,10,
cell_124664,9,
cell_124665,9,
cell_124666,3,
cell_124667,12,
cell_124668,6,
cell_124669,0,
cell_124670,1,
cell_124672,9,
cell_124673,7,
cell_124674,10,
cell_124675,7,
cell_124676,2,
cell_124677,7,
cell_124678,0,
cell_124679,0,
cell_124680,6,
cell_124681,5,
cell_124682,7,
cell_124683,9,
cell_124684,0,
cell_124685,7,
cell_124686,1,
cell_124687,6,
cell_124688,2,
cell_124689,0,
cell_124690,9,
cell_124691,3,
cell_124694,12,
cell_124695,6,
cell_124696,9,
cell_124697,9,
cell_124698,1,
cell_124699,13,
cell_124700,4,
cell_124701,10,
cell_124702,9,
cell_124703,2,
cell_124704,4,
cell_124705,1,
cell_124706,14,
cell_124707,7,
cell_124708,0,
cell_124709,12,
cell_124710,13,
cell_124711,0,
cell_124712,9,
cell_124713,12,
cell_124714,7,
cell_124715,7,
cell_124716,9,
cell_124717,2,
cell_124718,1,
cell_124719,9,
cell_124720,3,
cell_124721,8,
cell_124722,1,
cell_124723,12,
cell_124724,4,
cell_124725,5,
cell_124728,7,
cell_124729,9,
cell_124732,1,
cell_124733,13,
cell_124734,6,
cell_124735,8,
cell_124738,7,
cell_124739,6,
cell_124740,3,
cell_124741,13,
cell_124742,13,
cell_124743,8,
cell_124744,0,
cell_124745,6,
cell_124747,1,
cell_124748,0,
cell_124749,10,
cell_124750,1,
cell_124751,1,
cell_124752,0,
cell_124753,5,
cell_124754,12,
cell_124755,3,
cell_124756,0,
cell_124757,0,
cell_124758,7,
cell_124759,6,
cell_124760,5,
cell_124761,9,
cell_124762,13,
cell_124764,1,
cell_124765,9,
cell_124766,14,
cell_124767,0,
cell_124768,9,
cell_124770,3,
cell_124771,9,
cell_124773,1,
cell_124774,11,
cell_124775,1,
cell_124776,10,
cell_124777,7,
cell_124778,0,
cell_124779,0,
cell_124780,5,
cell_124782,3,
cell_124783,2,
cell_124784,10,
cell_124785,3,
cell_124786,2,
cell_124787,3,
cell_124788,2,
cell_124789,1,
cell_124790,4,
cell_124792,12,
cell_124793,7,
cell_124795,6,
cell_124796,6,
cell_124797,5,
cell_124798,1,
cell_124799,2,
cell_124800,3,
cell_124801,13,
cell_124802,5,
cell_124804,3,
cell_124805,2,
cell_124806,7,
cell_124807,3,
cell_124809,6,
cell_124810,0,
cell_124812,3,
cell_124813,1,
cell_124814,14,
cell_124815,3,
cell_124816,14,
cell_124817,9,
cell_124818,1,
cell_124819,0,
cell_124820,1,
cell_124821,11,
cell_124822,6,
cell_124823,1,
cell_124824,13,
cell_124825,0,
cell_124826,4,
cell_124827,1,
cell_124828,7,
cell_124829,3,
cell_124830,1,
cell_124831,0,
cell_124832,1,
cell_124833,3,
cell_124835,0,
cell_124837,5,
cell_124838,6,
cell_124839,10,
cell_124840,10,
cell_124841,2,
cell_124842,4,
cell_124843,2,
cell_124846,0,
cell_124847,12,
cell_124848,7,
cell_124850,5,
cell_124851,6,
cell_124852,1,
cell_124853,10,
cell_124854,5,
cell_124855,12,
cell_124856,1,
cell_124857,14,
cell_124858,11,
cell_124859,4,
cell_124860,13,
cell_124861,0,
cell_124862,7,
cell_124863,5,
cell_124865,0,
cell_124866,5,
cell_124867,10,
cell_124868,0,
cell_124869,9,
cell_124871,3,
cell_124872,12,
cell_124873,4,
cell_124874,0,
cell_124876,1,
cell_124877,1,
cell_124878,7,
cell_124879,6,
cell_124880,8,
cell_124881,10,
cell_124882,1,
cell_124884,10,
cell_124887,11,
cell_124888,0,
cell_124889,11,
cell_124890,5,
cell_124891,10,
cell_124892,11,
cell_124893,7,
cell_124894,1,
cell_124895,0,
cell_124897,8,
cell_124899,0,
cell_124900,1,
cell_124903,15,
cell_124904,10,
cell_124906,5,
cell_124907,6,
cell_124908,7,
cell_124909,1,
cell_124910,11,
cell_124911,10,
cell_124912,2,
cell_124913,5,
cell_124914,2,
cell_124915,5,
cell_124916,16,
cell_124917,6,
cell_124918,9,
cell_124919,15,
cell_124920,12,
cell_124921,16,
cell_124922,7,
cell_124923,9,
cell_124924,12,
cell_124925,4,
cell_124926,2,
cell_124927,0,
cell_124928,2,
cell_124929,5,
cell_124930,5,
cell_124931,16,
cell_124932,12,
cell_124933,9,
cell_124934,16,
cell_124935,11,
cell_124936,1,
cell_124937,2,
cell_124938,4,
cell_124939,4,
cell_124942,9,
cell_124943,3,
cell_124944,5,
cell_124945,3,
cell_124946,17,
cell_124947,1,
cell_124948,3,
cell_124949,3,
cell_124950,12,
cell_124951,9,
cell_124952,1,
cell_124953,7,
cell_124954,3,
cell_124955,1,
cell_124956,5,
cell_124957,10,
cell_124958,13,
cell_124959,5,
cell_124960,4,
cell_124961,13,
cell_124962,15,
cell_124963,7,
cell_124964,0,
cell_124965,8,
cell_124966,7,
cell_124967,0,
cell_124968,2,
cell_124969,7,
cell_124970,10,
cell_124971,2,
cell_124972,9,
cell_124974,13,
cell_124975,3,
cell_124976,0,
cell_124977,1,
cell_124978,1,
cell_124980,2,
cell_124981,8,
cell_124982,4,
cell_124983,8,
cell_124984,8,
cell_124985,2,
cell_124987,11,
cell_124988,6,
cell_124989,2,
cell_124990,6,
cell_124991,5,
cell_124992,0,
cell_124993,3,
cell_124994,14,
cell_124995,15,
cell_124996,4,
cell_124997,1,
cell_124998,12,
cell_124999,9,
cell_125000,6,
cell_125002,5,
cell_125003,1,
cell_125004,7,
cell_125005,3,
cell_125006,3,
cell_125007,0,
cell_125008,7,
cell_125009,3,
cell_125010,9,
cell_125011,0,
cell_125012,0,
cell_125013,0,
cell_125014,5,
cell_125015,5,
cell_125017,5,
cell_125018,6,
cell_125019,5,
cell_125020,3,
cell_125021,4,
cell_125022,1,
cell_125024,1,
cell_125025,6,
cell_125026,2,
cell_125027,2,
cell_125028,1,
cell_125029,1,
cell_125030,5,
cell_125031,14,
cell_125032,0,
cell_125033,11,
cell_125034,10,
cell_125035,1,
cell_125036,6,
cell_125038,5,
cell_125039,0,
cell_125040,12,
cell_125041,6,
cell_125044,0,
cell_125045,8,
cell_125046,7,
cell_125047,9,
cell_125048,9,
cell_125050,0,
cell_125051,14,
cell_125052,6,
cell_125053,13,
cell_125054,3,
cell_125056,5,
cell_125057,1,
cell_125058,5,
cell_125060,7,
cell_125063,1,
cell_125064,2,
cell_125065,0,
cell_125066,12,
cell_125067,8,
cell_125068,4,
cell_125069,4,
cell_125071,10,
cell_125073,2,
cell_125074,13,
cell_125075,1,
cell_125076,0,
cell_125078,3,
cell_125079,4,
cell_125080,8,
cell_125081,1,
cell_125083,4,
cell_125084,4,
cell_125085,14,
cell_125086,2,
cell_125087,0,
cell_125088,6,
cell_125089,1,
cell_125090,12,
cell_125091,7,
cell_125092,5,
cell_125093,4,
cell_125095,6,
cell_125096,5,
cell_125098,7,
cell_125099,1,
cell_125100,6,
cell_125101,3,
cell_125102,0,
cell_125104,11,
cell_125105,14,
cell_125106,13,
cell_125107,12,
cell_125108,8,
cell_125109,4,
cell_125111,1,
cell_125113,2,
cell_125114,1,
cell_125115,8,
cell_125117,0,
cell_125119,7,
cell_125120,4,
cell_125122,5,
cell_125123,1,
cell_125124,12,
cell_125125,11,
cell_125126,7,
cell_125127,9,
cell_125128,10,
cell_125129,11,
cell_125130,9,
cell_125131,6,
cell_125132,0,
cell_125133,3,
cell_125134,8,
cell_125135,4,
cell_125136,8,
cell_125137,0,
cell_125138,1,
cell_125139,3,
cell_125141,6,
cell_125142,11,
cell_125143,1,
cell_125145,1,
cell_125146,1,
cell_125147,0,
cell_125149,1,
cell_125150,0,
cell_125151,11,
cell_125152,3,
cell_125153,2,
cell_125154,11,
cell_125155,3,
cell_125156,1,
cell_125157,3,
cell_125158,0,
cell_125159,5,
cell_125160,6,
cell_125161,2,
cell_125162,1,
cell_125163,6,
cell_125164,10,
cell_125165,9,
cell_125166,5,
cell_125168,6,
cell_125169,5,
cell_125170,13,
cell_125172,1,
cell_125173,1,
cell_125174,9,
cell_125176,7,
cell_125177,6,
cell_125178,12,
cell_125179,10,
cell_125180,1,
cell_125181,3,
cell_125182,18,
cell_125183,15,
cell_125184,9,
cell_125185,13,
cell_125186,11,
cell_125187,1,
cell_125188,9,
cell_125189,1,
cell_125190,3,
cell_125191,1,
cell_125192,1,
cell_125193,1,
cell_125194,1,
cell_125195,5,
cell_125196,7,
cell_125197,1,
cell_125198,4,
cell_125199,11,
cell_125201,3,
cell_125202,2,
