,Stage,Sample,Louvain,DPC
125952,E8.0,35,1,12
125954,E8.0,35,11,7
125955,E8.0,35,4,8
125956,E8.0,35,14,5
125957,E8.0,35,7,7
125958,E8.0,35,17,8
125959,E8.0,35,6,11
125961,E8.0,35,0,4
125962,E8.0,35,3,1
125963,E8.0,35,8,9
125964,E8.0,35,11,7
125965,E8.0,35,1,12
125966,E8.0,35,5,7
125969,E8.0,35,7,9
125971,E8.0,35,9,13
125972,E8.0,35,13,6
125974,E8.0,35,6,11
125975,E8.0,35,4,8
125976,E8.0,35,5,5
125978,E8.0,35,3,9
125979,E8.0,35,0,4
125980,E8.0,35,6,11
125981,E8.0,35,10,2
125982,E8.0,35,1,12
125984,E8.0,35,13,6
125985,E8.0,35,0,4
125986,E8.0,35,7,1
125987,E8.0,35,13,6
125988,E8.0,35,14,5
125989,E8.0,35,6,11
125990,E8.0,35,6,11
125991,E8.0,35,11,7
125992,E8.0,35,10,2
125994,E8.0,35,9,13
125995,E8.0,35,11,7
125996,E8.0,35,0,4
125998,E8.0,35,7,9
125999,E8.0,35,2,0
126000,E8.0,35,1,12
126001,E8.0,35,5,7
126002,E8.0,35,3,9
126003,E8.0,35,4,8
126004,E8.0,35,5,7
126006,E8.0,35,7,12
126007,E8.0,35,16,3
126008,E8.0,35,0,4
126009,E8.0,35,0,4
126010,E8.0,35,2,0
126011,E8.0,35,16,3
126012,E8.0,35,7,12
126013,E8.0,35,5,7
126014,E8.0,35,14,5
126015,E8.0,35,5,7
126016,E8.0,35,6,8
126018,E8.0,35,1,12
126019,E8.0,35,15,2
126020,E8.0,35,4,8
126021,E8.0,35,15,2
126023,E8.0,35,12,4
126024,E8.0,35,1,12
126025,E8.0,35,7,12
126026,E8.0,35,0,4
126027,E8.0,35,9,13
126028,E8.0,35,1,12
126029,E8.0,35,13,6
126030,E8.0,35,2,0
126031,E8.0,35,12,4
126032,E8.0,35,5,7
126033,E8.0,35,5,7
126034,E8.0,35,9,13
126035,E8.0,35,14,5
126036,E8.0,35,12,4
126037,E8.0,35,2,0
126038,E8.0,35,0,4
126040,E8.0,35,1,12
126041,E8.0,35,12,4
126042,E8.0,35,12,4
126043,E8.0,35,4,8
126044,E8.0,35,9,13
126045,E8.0,35,6,11
126046,E8.0,35,5,5
126047,E8.0,35,4,8
126048,E8.0,35,2,0
126049,E8.0,35,10,7
126050,E8.0,35,7,12
126051,E8.0,35,3,9
126052,E8.0,35,4,8
126053,E8.0,35,7,12
126055,E8.0,35,15,2
126056,E8.0,35,8,9
126057,E8.0,35,10,2
126058,E8.0,35,3,1
126059,E8.0,35,11,8
126060,E8.0,35,6,11
126061,E8.0,35,1,12
126062,E8.0,35,14,5
126063,E8.0,35,6,11
126064,E8.0,35,0,4
126065,E8.0,35,2,0
126066,E8.0,35,3,9
126067,E8.0,35,8,9
126068,E8.0,35,17,8
126069,E8.0,35,3,9
126070,E8.0,35,10,7
126071,E8.0,35,3,1
126072,E8.0,35,11,7
126074,E8.0,35,11,7
126076,E8.0,35,0,4
126077,E8.0,35,14,5
126078,E8.0,35,4,8
126079,E8.0,35,6,11
126080,E8.0,35,17,8
126081,E8.0,35,11,7
126082,E8.0,35,5,7
126083,E8.0,35,9,13
126084,E8.0,35,13,6
126085,E8.0,35,9,13
126086,E8.0,35,5,5
126087,E8.0,35,16,3
126088,E8.0,35,12,4
126090,E8.0,35,12,4
126091,E8.0,35,3,9
126092,E8.0,35,10,2
126093,E8.0,35,8,9
126094,E8.0,35,0,4
126095,E8.0,35,10,2
126097,E8.0,35,14,5
126098,E8.0,35,6,11
126099,E8.0,35,3,9
126101,E8.0,35,6,11
126102,E8.0,35,16,3
126103,E8.0,35,11,7
126104,E8.0,35,1,12
126105,E8.0,35,3,12
126106,E8.0,35,0,4
126107,E8.0,35,7,7
126108,E8.0,35,3,1
126109,E8.0,35,16,3
126111,E8.0,35,9,13
126112,E8.0,35,8,9
126113,E8.0,35,11,7
126114,E8.0,35,2,0
126115,E8.0,35,1,12
126117,E8.0,35,7,12
126118,E8.0,35,5,7
126119,E8.0,35,8,8
126120,E8.0,35,10,7
126121,E8.0,35,3,9
126122,E8.0,35,6,11
126124,E8.0,35,16,3
126126,E8.0,35,7,1
126127,E8.0,35,9,13
126128,E8.0,35,7,9
126129,E8.0,35,15,2
126130,E8.0,35,0,4
126132,E8.0,35,8,9
126133,E8.0,35,5,8
126134,E8.0,35,1,12
126135,E8.0,35,5,5
126136,E8.0,35,9,13
126138,E8.0,35,6,5
126140,E8.0,35,7,9
126141,E8.0,35,3,9
126142,E8.0,35,9,13
126143,E8.0,35,9,13
126144,E8.0,35,17,8
126145,E8.0,35,4,8
126146,E8.0,35,14,5
126147,E8.0,35,4,8
126148,E8.0,35,10,2
126149,E8.0,35,7,1
126150,E8.0,35,4,8
126151,E8.0,35,2,0
126152,E8.0,35,9,13
126153,E8.0,35,9,13
126154,E8.0,35,8,9
126155,E8.0,35,6,11
126156,E8.0,35,7,12
126157,E8.0,35,7,12
126158,E8.0,35,9,13
126160,E8.0,35,8,9
126161,E8.0,35,1,12
126162,E8.0,35,1,12
126163,E8.0,35,3,1
126164,E8.0,35,1,12
126165,E8.0,35,15,2
126166,E8.0,35,15,2
126167,E8.0,35,1,12
126168,E8.0,35,6,8
126169,E8.0,35,10,2
126170,E8.0,35,8,9
126171,E8.0,35,9,13
126172,E8.0,35,10,2
126173,E8.0,35,3,9
126174,E8.0,35,1,12
126175,E8.0,35,2,0
126176,E8.0,35,10,2
126177,E8.0,35,0,4
126178,E8.0,35,1,12
126179,E8.0,35,1,12
126180,E8.0,35,14,5
126181,E8.0,35,17,8
126182,E8.0,35,1,12
126183,E8.0,35,1,12
126184,E8.0,35,5,7
126185,E8.0,35,3,1
126187,E8.0,35,4,8
126188,E8.0,35,2,0
126189,E8.0,35,6,8
126190,E8.0,35,0,4
126191,E8.0,35,11,7
126192,E8.0,35,5,7
126193,E8.0,35,6,8
126194,E8.0,35,7,9
126196,E8.0,35,0,4
126198,E8.0,35,1,12
126201,E8.0,35,15,2
126203,E8.0,35,11,7
126204,E8.0,35,8,9
126205,E8.0,35,1,12
126206,E8.0,35,13,6
126207,E8.0,35,13,2
126208,E8.0,35,10,7
126209,E8.0,35,12,4
126210,E8.0,35,7,7
126211,E8.0,35,7,1
126212,E8.0,35,4,8
126213,E8.0,35,11,7
126214,E8.0,35,5,5
126215,E8.0,35,6,11
126216,E8.0,35,3,1
126217,E8.0,35,14,5
126219,E8.0,35,2,0
126220,E8.0,35,3,9
126221,E8.0,35,11,7
126222,E8.0,35,10,7
126223,E8.0,35,12,4
126224,E8.0,35,16,3
126225,E8.0,35,4,8
126226,E8.0,35,15,2
126227,E8.0,35,2,0
126228,E8.0,35,4,8
126229,E8.0,35,0,4
126230,E8.0,35,1,12
126231,E8.0,35,1,12
126233,E8.0,35,11,7
126234,E8.0,35,1,12
126235,E8.0,35,13,6
126238,E8.0,35,15,2
126239,E8.0,35,7,1
126240,E8.0,35,0,4
126241,E8.0,35,0,4
126242,E8.0,35,13,6
126243,E8.0,35,3,1
126244,E8.0,35,0,4
126245,E8.0,35,17,3
126248,E8.0,35,4,8
126249,E8.0,35,1,12
126250,E8.0,35,7,9
126251,E8.0,35,5,7
126253,E8.0,35,8,9
126254,E8.0,35,6,11
126256,E8.0,35,14,5
126257,E8.0,35,11,7
126258,E8.0,35,1,12
126259,E8.0,35,8,9
126260,E8.0,35,9,13
126262,E8.0,35,4,8
126263,E8.0,35,15,2
126264,E8.0,35,6,8
126265,E8.0,35,16,3
126266,E8.0,35,3,1
126268,E8.0,35,0,4
126269,E8.0,35,9,13
126270,E8.0,35,5,7
126272,E8.0,35,1,12
126273,E8.0,35,12,4
126275,E8.0,35,4,7
126276,E8.0,35,5,7
126277,E8.0,35,5,7
126278,E8.0,35,0,4
126279,E8.0,35,2,0
126280,E8.0,35,10,2
126281,E8.0,35,12,4
126282,E8.0,35,10,2
126283,E8.0,35,3,9
126284,E8.0,35,1,12
126285,E8.0,35,5,7
126288,E8.0,35,5,7
126289,E8.0,35,4,8
126290,E8.0,35,7,9
126292,E8.0,35,8,9
126293,E8.0,35,3,9
126294,E8.0,35,15,2
126295,E8.0,35,15,2
126296,E8.0,35,3,9
126297,E8.0,35,9,13
126298,E8.0,35,12,4
126299,E8.0,35,13,6
126300,E8.0,35,5,7
126301,E8.0,35,10,2
126302,E8.0,35,10,2
126303,E8.0,35,3,9
126304,E8.0,35,8,9
126305,E8.0,35,10,2
126306,E8.0,35,3,1
126307,E8.0,35,7,9
126308,E8.0,35,1,12
126309,E8.0,35,0,4
126310,E8.0,35,5,7
126311,E8.0,35,5,5
126313,E8.0,35,12,4
126314,E8.0,35,2,0
126315,E8.0,35,15,2
126317,E8.0,35,2,0
126318,E8.0,35,6,11
126319,E8.0,35,1,12
126322,E8.0,35,15,2
126323,E8.0,35,9,13
126324,E8.0,35,3,1
126325,E8.0,35,15,2
126326,E8.0,35,7,9
126327,E8.0,35,15,2
126328,E8.0,35,4,8
126330,E8.0,35,9,13
126331,E8.0,35,3,9
126332,E8.0,35,4,8
126333,E8.0,35,7,1
126334,E8.0,35,16,3
126336,E8.0,35,0,4
126337,E8.0,35,7,9
126340,E8.0,35,10,2
126341,E8.0,35,10,2
126342,E8.0,35,10,2
126343,E8.0,35,1,12
126344,E8.0,35,8,8
126345,E8.0,35,4,8
126346,E8.0,35,7,9
126347,E8.0,35,1,12
126348,E8.0,35,4,8
126349,E8.0,35,1,12
126351,E8.0,35,10,7
126352,E8.0,35,5,7
126353,E8.0,35,9,13
126354,E8.0,35,2,0
126355,E8.0,35,3,9
126356,E8.0,35,13,6
126357,E8.0,35,8,9
126358,E8.0,35,15,2
126359,E8.0,35,9,13
126360,E8.0,35,3,1
126361,E8.0,35,15,2
126362,E8.0,35,7,1
126363,E8.0,35,10,2
126365,E8.0,35,6,11
126366,E8.0,35,8,9
126367,E8.0,35,6,5
126368,E8.0,35,0,4
126370,E8.0,35,12,4
126371,E8.0,35,0,4
126372,E8.0,35,3,9
126373,E8.0,35,0,4
126374,E8.0,35,10,2
126375,E8.0,35,10,7
126376,E8.0,35,15,2
126377,E8.0,35,7,12
126378,E8.0,35,8,9
126379,E8.0,35,6,11
126380,E8.0,35,0,4
126381,E8.0,35,4,8
126382,E8.0,35,4,8
126383,E8.0,35,3,9
126384,E8.0,35,13,6
126385,E8.0,35,3,9
126386,E8.0,35,3,1
126387,E8.0,35,1,12
126388,E8.0,35,4,8
126389,E8.0,35,8,9
126390,E8.0,35,4,8
126391,E8.0,35,1,12
126392,E8.0,35,0,4
126393,E8.0,35,11,7
126394,E8.0,35,15,2
126395,E8.0,35,14,5
126396,E8.0,35,12,4
126397,E8.0,35,13,6
126400,E8.0,35,1,12
126401,E8.0,35,3,1
126403,E8.0,35,10,2
126404,E8.0,35,9,13
126405,E8.0,35,9,13
126406,E8.0,35,8,9
126407,E8.0,35,1,12
126408,E8.0,35,12,4
126409,E8.0,35,11,7
126410,E8.0,35,8,9
126411,E8.0,35,7,12
126412,E8.0,35,11,7
126413,E8.0,35,6,11
126414,E8.0,35,6,11
126417,E8.0,35,3,9
126419,E8.0,35,15,2
126420,E8.0,35,14,5
126421,E8.0,35,3,9
126422,E8.0,35,15,2
126423,E8.0,35,16,3
126424,E8.0,35,3,9
126425,E8.0,35,15,2
126426,E8.0,35,4,8
126427,E8.0,35,3,1
126429,E8.0,35,2,0
126430,E8.0,35,16,3
126431,E8.0,35,17,8
126432,E8.0,35,2,0
126433,E8.0,35,8,9
126434,E8.0,35,13,6
126435,E8.0,35,9,13
126436,E8.0,35,1,12
126437,E8.0,35,13,6
126438,E8.0,35,2,0
126439,E8.0,35,8,9
126440,E8.0,35,10,2
126441,E8.0,35,2,0
126442,E8.0,35,8,8
126443,E8.0,35,5,7
126444,E8.0,35,2,0
126445,E8.0,35,13,6
126447,E8.0,35,3,1
126448,E8.0,35,1,12
126449,E8.0,35,3,9
126450,E8.0,35,13,6
126451,E8.0,35,17,8
126452,E8.0,35,10,2
126453,E8.0,35,7,12
126454,E8.0,35,9,13
126455,E8.0,35,0,4
126456,E8.0,35,0,4
126458,E8.0,35,8,9
126459,E8.0,35,1,12
126460,E8.0,35,4,7
126461,E8.0,35,6,8
126462,E8.0,35,8,9
126463,E8.0,35,12,4
126464,E8.0,35,1,12
126465,E8.0,35,3,1
126466,E8.0,35,12,4
126467,E8.0,35,1,12
126468,E8.0,35,9,13
126469,E8.0,35,3,1
126470,E8.0,35,13,6
126471,E8.0,35,10,2
126472,E8.0,35,1,12
126473,E8.0,35,7,9
126474,E8.0,35,3,1
126475,E8.0,35,1,12
126476,E8.0,35,12,4
126478,E8.0,35,14,5
126479,E8.0,35,16,3
126480,E8.0,35,14,5
126481,E8.0,35,1,12
126482,E8.0,35,4,8
126483,E8.0,35,16,3
126484,E8.0,35,7,9
126485,E8.0,35,7,9
126487,E8.0,35,8,9
126488,E8.0,35,10,2
126490,E8.0,35,12,4
126492,E8.0,35,3,9
126493,E8.0,35,9,13
126494,E8.0,35,1,12
126495,E8.0,35,3,9
126496,E8.0,35,9,13
126497,E8.0,35,6,11
126498,E8.0,35,0,4
126499,E8.0,35,11,7
126500,E8.0,35,6,11
126501,E8.0,35,4,8
126502,E8.0,35,4,8
126503,E8.0,35,6,11
126504,E8.0,35,0,4
126505,E8.0,35,7,7
126506,E8.0,35,1,12
126507,E8.0,35,2,0
126509,E8.0,35,14,5
126510,E8.0,35,2,0
126511,E8.0,35,15,2
126512,E8.0,35,2,0
126513,E8.0,35,7,12
126514,E8.0,35,8,9
126515,E8.0,35,5,7
126516,E8.0,35,3,9
126517,E8.0,35,6,11
126518,E8.0,35,3,1
126519,E8.0,35,14,5
126520,E8.0,35,9,13
126521,E8.0,35,9,13
126522,E8.0,35,14,5
126523,E8.0,35,6,11
126524,E8.0,35,14,5
126527,E8.0,35,1,12
126528,E8.0,35,9,13
126529,E8.0,35,12,4
126531,E8.0,35,16,3
126532,E8.0,35,1,12
126533,E8.0,35,12,4
126534,E8.0,35,3,9
126535,E8.0,35,5,7
126537,E8.0,35,3,9
126538,E8.0,35,3,9
126539,E8.0,35,5,7
126540,E8.0,35,10,2
126541,E8.0,35,17,3
126542,E8.0,35,5,7
126543,E8.0,35,0,4
126544,E8.0,35,6,11
126545,E8.0,35,7,12
126546,E8.0,35,13,6
126547,E8.0,35,6,11
126548,E8.0,35,12,4
126549,E8.0,35,3,9
126550,E8.0,35,14,5
126551,E8.0,35,11,7
126552,E8.0,35,5,5
126553,E8.0,35,2,0
126554,E8.0,35,5,7
126555,E8.0,35,3,9
126556,E8.0,35,17,8
126557,E8.0,35,2,0
126558,E8.0,35,7,2
126559,E8.0,35,6,5
126560,E8.0,35,6,11
126562,E8.0,35,14,5
126564,E8.0,35,15,2
126565,E8.0,35,0,4
126566,E8.0,35,2,0
126567,E8.0,35,15,2
126568,E8.0,35,2,0
126569,E8.0,35,6,11
126570,E8.0,35,3,1
126571,E8.0,35,14,5
126572,E8.0,35,5,7
126573,E8.0,35,6,11
126574,E8.0,35,13,6
126575,E8.0,35,10,7
126577,E8.0,35,2,0
126578,E8.0,35,9,13
126579,E8.0,35,12,4
126580,E8.0,35,9,13
126581,E8.0,35,10,2
126582,E8.0,35,6,11
126583,E8.0,35,5,5
126584,E8.0,35,2,0
126585,E8.0,35,13,6
126586,E8.0,35,1,12
126588,E8.0,35,7,9
126589,E8.0,35,3,1
126591,E8.0,35,5,7
126592,E8.0,35,6,11
126594,E8.0,35,4,8
126595,E8.0,35,14,5
126596,E8.0,35,13,6
126597,E8.0,35,6,11
126598,E8.0,35,1,12
126599,E8.0,35,15,2
126600,E8.0,35,1,12
126602,E8.0,35,6,11
126604,E8.0,35,13,6
126605,E8.0,35,1,12
126606,E8.0,35,14,5
126607,E8.0,35,13,6
126608,E8.0,35,4,8
126610,E8.0,35,0,4
126611,E8.0,35,0,4
126612,E8.0,35,5,5
126613,E8.0,35,14,5
126614,E8.0,35,9,13
126615,E8.0,35,16,3
126616,E8.0,35,3,1
126618,E8.0,35,8,9
126620,E8.0,35,8,7
126621,E8.0,35,1,12
126622,E8.0,35,2,0
126624,E8.0,35,0,4
126626,E8.0,35,6,5
126627,E8.0,35,0,4
126628,E8.0,35,0,4
126629,E8.0,35,6,11
126630,E8.0,35,5,7
126632,E8.0,35,2,0
126633,E8.0,35,10,2
126634,E8.0,35,4,8
126635,E8.0,35,2,0
126636,E8.0,35,12,4
126637,E8.0,35,0,4
126638,E8.0,35,14,5
126639,E8.0,35,9,13
126640,E8.0,35,1,12
126641,E8.0,35,8,9
126642,E8.0,35,6,11
126643,E8.0,35,6,8
126644,E8.0,35,14,5
126645,E8.0,35,1,12
126647,E8.0,35,12,4
126648,E8.0,35,14,5
126649,E8.0,35,13,2
126650,E8.0,35,13,6
126651,E8.0,35,4,8
126652,E8.0,35,5,7
126653,E8.0,35,11,7
126654,E8.0,35,16,3
126655,E8.0,35,11,7
126656,E8.0,35,3,12
126658,E8.0,35,10,2
126659,E8.0,35,14,5
126660,E8.0,35,7,7
126661,E8.0,35,11,8
126662,E8.0,35,2,0
126663,E8.0,35,6,11
126664,E8.0,35,10,7
126667,E8.0,35,17,3
126668,E8.0,35,15,2
126669,E8.0,35,0,4
126671,E8.0,35,9,13
126673,E8.0,35,8,9
126675,E8.0,35,6,11
126676,E8.0,35,2,0
126677,E8.0,35,5,7
126678,E8.0,35,14,5
126679,E8.0,35,5,5
126682,E8.0,35,13,5
126683,E8.0,35,6,11
126684,E8.0,35,4,8
126685,E8.0,35,13,6
126686,E8.0,35,0,4
126687,E8.0,35,9,13
126688,E8.0,35,3,9
126689,E8.0,35,7,9
126690,E8.0,35,5,7
126691,E8.0,35,6,5
126692,E8.0,35,11,7
126694,E8.0,35,3,9
126695,E8.0,35,11,7
126696,E8.0,35,12,4
126697,E8.0,35,2,0
126698,E8.0,35,13,6
126699,E8.0,35,10,2
126702,E8.0,35,10,2
126704,E8.0,35,14,5
126706,E8.0,35,3,1
126707,E8.0,35,17,8
126708,E8.0,35,10,2
126709,E8.0,35,3,1
126710,E8.0,35,12,4
126711,E8.0,35,7,7
126712,E8.0,35,0,4
126713,E8.0,35,11,7
126714,E8.0,35,6,5
126715,E8.0,35,8,9
126716,E8.0,35,6,11
126717,E8.0,35,7,7
126718,E8.0,35,3,12
126719,E8.0,35,8,9
126720,E8.0,35,6,11
126721,E8.0,35,14,5
126722,E8.0,35,0,4
126723,E8.0,35,9,13
126724,E8.0,35,7,9
126725,E8.0,35,1,12
126726,E8.0,35,0,4
126728,E8.0,35,2,0
126729,E8.0,35,8,9
126731,E8.0,35,1,12
126732,E8.0,35,2,0
126733,E8.0,35,11,7
126735,E8.0,35,8,8
126737,E8.0,35,10,2
126738,E8.0,35,11,7
126739,E8.0,35,16,3
126740,E8.0,35,15,2
126741,E8.0,35,9,13
126745,E8.0,35,9,13
126746,E8.0,35,6,11
126747,E8.0,35,15,2
126748,E8.0,35,16,3
126750,E8.0,35,1,12
126751,E8.0,35,13,6
126752,E8.0,35,4,8
126753,E8.0,35,11,2
126755,E8.0,35,1,12
126756,E8.0,35,9,13
126757,E8.0,35,3,1
126758,E8.0,35,15,2
126759,E8.0,35,4,8
126760,E8.0,35,2,0
126761,E8.0,35,4,8
126762,E8.0,35,7,12
126763,E8.0,35,7,2
126764,E8.0,35,0,4
126765,E8.0,35,10,2
126766,E8.0,35,11,7
126767,E8.0,35,2,0
126768,E8.0,35,13,6
126770,E8.0,35,14,5
126771,E8.0,35,3,1
126772,E8.0,35,10,2
126774,E8.0,35,5,7
126775,E8.0,35,6,11
126776,E8.0,35,1,12
126777,E8.0,35,5,7
126778,E8.0,35,1,12
126779,E8.0,35,4,8
126780,E8.0,35,10,2
126781,E8.0,35,3,9
126783,E8.0,35,3,9
126784,E8.0,35,9,13
126786,E8.0,35,6,11
126787,E8.0,35,17,8
126788,E8.0,35,1,12
126789,E8.0,35,6,11
126790,E8.0,35,2,0
126791,E8.0,35,15,2
126792,E8.0,35,1,12
126793,E8.0,35,1,12
126794,E8.0,35,15,6
126796,E8.0,35,8,9
126797,E8.0,35,0,4
126798,E8.0,35,1,12
126799,E8.0,35,1,12
126800,E8.0,35,8,9
126801,E8.0,35,4,8
126802,E8.0,35,4,8
126803,E8.0,35,15,2
126804,E8.0,35,4,8
126805,E8.0,35,0,4
126808,E8.0,35,14,2
126809,E8.0,35,5,5
126810,E8.0,35,9,13
126811,E8.0,35,5,7
126812,E8.0,35,4,8
126813,E8.0,35,11,7
126814,E8.0,35,0,4
126815,E8.0,35,3,1
126816,E8.0,35,8,9
126817,E8.0,35,15,2
126818,E8.0,35,0,4
126819,E8.0,35,9,13
126820,E8.0,35,9,13
126821,E8.0,35,0,4
126822,E8.0,35,3,1
126823,E8.0,35,3,9
126824,E8.0,35,7,12
126826,E8.0,35,1,12
126828,E8.0,35,14,5
126829,E8.0,35,15,2
126830,E8.0,35,0,4
126831,E8.0,35,12,4
126832,E8.0,35,13,6
126836,E8.0,35,7,12
126839,E8.0,35,11,7
126840,E8.0,35,3,9
126842,E8.0,35,14,5
126844,E8.0,35,5,7
126845,E8.0,35,7,9
126846,E8.0,35,3,9
126847,E8.0,35,9,13
126848,E8.0,35,0,4
126850,E8.0,35,16,3
126851,E8.0,35,1,12
126852,E8.0,35,12,4
126853,E8.0,35,3,1
126854,E8.0,35,11,7
126855,E8.0,35,10,2
126856,E8.0,35,1,12
126857,E8.0,35,12,4
126858,E8.0,35,7,9
126859,E8.0,35,14,5
126860,E8.0,35,8,9
126861,E8.0,35,3,1
126863,E8.0,35,4,8
126864,E8.0,35,9,13
126865,E8.0,35,14,5
126867,E8.0,35,10,2
126868,E8.0,35,17,8
126869,E8.0,35,3,9
126870,E8.0,35,3,9
126871,E8.0,35,10,2
126872,E8.0,35,11,11
126873,E8.0,35,16,3
126874,E8.0,35,9,13
126875,E8.0,35,10,2
126877,E8.0,35,7,7
126878,E8.0,35,7,9
126880,E8.0,35,9,13
126883,E8.0,35,9,13
126884,E8.0,35,11,7
126885,E8.0,35,1,12
126886,E8.0,35,14,5
126887,E8.0,35,15,2
126888,E8.0,35,15,2
126890,E8.0,35,6,11
126891,E8.0,35,12,4
126894,E8.0,35,11,7
126895,E8.0,35,3,1
126897,E8.0,35,4,8
126899,E8.0,35,5,7
126900,E8.0,35,7,7
126901,E8.0,35,13,5
126902,E8.0,35,4,7
126903,E8.0,35,6,11
126904,E8.0,35,11,7
126905,E8.0,35,3,9
126906,E8.0,35,2,0
126907,E8.0,35,0,4
126909,E8.0,35,10,7
126912,E8.0,35,5,7
126913,E8.0,35,1,12
126914,E8.0,35,2,0
126915,E8.0,35,9,13
126916,E8.0,35,2,0
126917,E8.0,35,16,3
126918,E8.0,35,3,1
126919,E8.0,35,9,13
126920,E8.0,35,1,12
126921,E8.0,35,1,12
126922,E8.0,35,0,4
126923,E8.0,35,4,8
126924,E8.0,35,15,2
126925,E8.0,35,5,8
126927,E8.0,35,1,12
126928,E8.0,35,3,1
126929,E8.0,35,7,12
126930,E8.0,35,13,6
126934,E8.0,35,14,5
126935,E8.0,35,3,9
126936,E8.0,35,14,5
126937,E8.0,35,16,3
126938,E8.0,35,13,6
126939,E8.0,35,6,11
126940,E8.0,35,7,12
126942,E8.0,35,8,9
126943,E8.0,35,1,12
126945,E8.0,35,8,9
126946,E8.0,35,4,8
126948,E8.0,35,2,0
126950,E8.0,35,10,2
126951,E8.0,35,5,7
126952,E8.0,35,10,2
126953,E8.0,35,3,1
126955,E8.0,35,13,6
126956,E8.0,35,9,13
126957,E8.0,35,9,13
126958,E8.0,35,5,7
126959,E8.0,35,3,9
126960,E8.0,35,1,12
126961,E8.0,35,16,3
126962,E8.0,35,15,2
126963,E8.0,35,12,4
126964,E8.0,35,6,11
126965,E8.0,35,5,7
126966,E8.0,35,3,9
126968,E8.0,35,5,7
126969,E8.0,35,12,4
126970,E8.0,35,1,12
126971,E8.0,35,6,11
126972,E8.0,35,3,1
126973,E8.0,35,10,2
126975,E8.0,35,1,12
126977,E8.0,35,1,12
126979,E8.0,35,4,8
126980,E8.0,35,0,4
126981,E8.0,35,3,1
126982,E8.0,35,17,8
126983,E8.0,35,12,4
126985,E8.0,35,8,9
126986,E8.0,35,5,11
126987,E8.0,35,3,9
126988,E8.0,35,4,8
126989,E8.0,35,4,8
126990,E8.0,35,6,11
126991,E8.0,35,0,4
126992,E8.0,35,4,8
126993,E8.0,35,10,2
126994,E8.0,35,8,9
126995,E8.0,35,3,9
126996,E8.0,35,1,12
126997,E8.0,35,1,12
126999,E8.0,35,17,8
127000,E8.0,35,13,6
127001,E8.0,35,3,1
127002,E8.0,35,2,0
127004,E8.0,35,7,9
127005,E8.0,35,9,13
127006,E8.0,35,1,12
127007,E8.0,35,1,12
127008,E8.0,35,11,7
127009,E8.0,35,8,9
127010,E8.0,35,6,11
127011,E8.0,35,1,12
127012,E8.0,35,0,4
127013,E8.0,35,0,4
127014,E8.0,35,2,0
127015,E8.0,35,17,3
127016,E8.0,35,5,7
127017,E8.0,35,0,4
127019,E8.0,35,9,13
127021,E8.0,35,17,8
127023,E8.0,35,13,6
127024,E8.0,35,3,9
127025,E8.0,35,15,2
127026,E8.0,35,16,3
127027,E8.0,35,0,4
127028,E8.0,35,0,4
127029,E8.0,35,1,12
127030,E8.0,35,10,2
127031,E8.0,35,1,12
127032,E8.0,35,2,0
127033,E8.0,35,16,3
127034,E8.0,35,0,4
127035,E8.0,35,10,2
127036,E8.0,35,2,0
127037,E8.0,35,1,12
127038,E8.0,35,16,3
127039,E8.0,35,3,9
127040,E8.0,35,7,9
127041,E8.0,35,1,12
127042,E8.0,35,7,12
127044,E8.0,35,2,0
127047,E8.0,35,15,2
127048,E8.0,35,4,7
127049,E8.0,35,0,4
127050,E8.0,35,4,8
127051,E8.0,35,2,0
127053,E8.0,35,1,12
127054,E8.0,35,6,11
127055,E8.0,35,4,7
127056,E8.0,35,15,2
127057,E8.0,35,6,11
127059,E8.0,35,1,12
127060,E8.0,35,10,2
127061,E8.0,35,8,8
127064,E8.0,35,3,9
127066,E8.0,35,11,7
127067,E8.0,35,6,11
127068,E8.0,35,6,11
127069,E8.0,35,13,2
127070,E8.0,35,10,2
127071,E8.0,35,0,4
127072,E8.0,35,1,12
127073,E8.0,35,2,0
127074,E8.0,35,4,8
127075,E8.0,35,7,9
127076,E8.0,35,3,1
127077,E8.0,35,0,4
127078,E8.0,35,1,12
127079,E8.0,35,5,7
127080,E8.0,35,11,7
127081,E8.0,35,3,9
127082,E8.0,35,0,4
127083,E8.0,35,1,12
127084,E8.0,35,3,9
127087,E8.0,35,14,5
127088,E8.0,35,2,0
127089,E8.0,35,1,12
127090,E8.0,35,5,11
127091,E8.0,35,2,0
127092,E8.0,35,10,2
127093,E8.0,35,6,11
127094,E8.0,35,3,9
127095,E8.0,35,11,7
127097,E8.0,35,5,7
127099,E8.0,35,1,12
127100,E8.0,35,6,11
127101,E8.0,35,8,9
127102,E8.0,35,4,8
127103,E8.0,35,9,13
127104,E8.0,35,2,0
127105,E8.0,35,0,4
127106,E8.0,35,8,9
127107,E8.0,35,4,8
127108,E8.0,35,5,7
127110,E8.0,35,9,13
127111,E8.0,35,4,8
127112,E8.0,35,7,12
127113,E8.0,35,16,3
127114,E8.0,35,9,13
127115,E8.0,35,3,1
127116,E8.0,35,11,7
127117,E8.0,35,0,4
127118,E8.0,35,8,9
127119,E8.0,35,6,11
127120,E8.0,35,2,0
127121,E8.0,35,10,2
127122,E8.0,35,1,12
127123,E8.0,35,10,2
127124,E8.0,35,3,12
127125,E8.0,35,13,6
127126,E8.0,35,15,2
127127,E8.0,35,8,9
